feature1,feature2,feature3,feature4,target
0.4967141530112327,-0.13826430117118466,0.6476885381006925,1.5230298564080254,2
-0.23415337472333597,-0.23413695694918055,1.579212609941787,0.7674347291529088,1
0.5448831829968969,0.5868869366054789,-0.46341769281943915,-0.46572975357025687,0
0.24196227156603412,-1.913280244657798,-1.7249178325130328,-0.5622875292832567,2
-0.56228752928326,-0.3595404179844292,-0.10321885179355784,0.41059850193837233,1
0.14404356605145757,1.4542734829777028,0.7610377251469934,0.12167501649282841,0
0.44386323274542566,0.33367432737426683,1.4940790731576061,-0.20515826376580087,1
0.3130677303389379,-0.8540957393017248,-2.5529897637189317,0.6536185954403606,2
0.8644361988595057,-0.742301923503274,0.31903909605709857,-0.24937038853299176,0
-1.0048372323042456,0.31424733395729345,-0.9090106248316728,-1.4123037013352915,1
1.4658555740187894,-0.22577630048653566,0.06752820468792384,-1.0244473641663533,2
0.7674347291529088,-1.4123037013352915,0.31903909605709857,-0.9090106248316728,0
-0.8540957393017248,0.8644361988595057,1.5230298564080254,0.6476885381006925,1
0.33367432737426683,-0.742301923503274,-0.20515826376580087,1.4940790731576061,2
-1.913280244657798,0.5448831829968969,-0.5622875292832567,-1.7249178325130328,0
1.4542734829777028,-0.56228752928326,0.12167501649282841,0.7610377251469934,1
-0.3595404179844292,0.14404356605145757,0.41059850193837233,-0.10321885179355784,2
0.4967141530112327,0.24196227156603412,1.5230298564080254,0.6476885381006925,0
-0.23415337472333597,-1.913280244657798,0.7674347291529088,1.579212609941787,1
0.5448831829968969,0.5868869366054789,-0.46572975357025687,-0.46341769281943915,2
